_row,deficiency,action,category,city,facility
214,no address sign at the emergency phone. Observed emergency phone location sign not visible from all areas of the pool yard.,Ensure to install a address sign for the phone. Ensure to move the locator sign for the phone to a more open and visible location.,Signage/permit posting,BEDFORD,TOSCANA APARTMENTS
214,"5"" gap at bottom of west side fence. Observed rust damage on the SE corner allowing the fence to be moved slightly at the bottom.","Ensure to install a guard under the fence to reduce the gap to below 4"". Ensure to repair the fence to remove the rust and parent it from moving.",Gate/fence/latch,BEDFORD,TOSCANA APARTMENTS
214,no pool permit displayed in general location for public to view.,Ensure to have the permit posted on site in the office in a location viewable to the general public.,Signage/permit posting,BEDFORD,TOSCANA APARTMENTS
215,"Observed, at the time of inspection, chlorine levels surpassing 20 ppm (wading pool was immediately drained and replaced with fresh water).","Must ensure wading pool chlorine is maintained between 1-8 ppm, for the safety of the swimmers.",Adjust chemistry (chlorine/pH),HASLET,LETARA AMENITY CENTER
215,up to 4 gaps in-between fencing greater than 4 inches (4.5-5 inches).,"Must ensure fencing around pool is no greater than 4 inch gaps, as to prevent unauthorized access.",Misc fixes,HASLET,LETARA AMENITY CENTER
216,chlorine tablets left in skimmer basket. Operator removed tablets.,Ensure tablets are never stored in the skimmer.,Repair/replace equipment,HURST,HUNTER CHASE APARTMENTS
216,missing weirs in skimmers.,Ensure to install weirs in skimmers.,Repair/replace equipment,HURST,HUNTER CHASE APARTMENTS
216,hand rails are loose.,Ensure to tighten hand rails.,Misc fixes,HURST,HUNTER CHASE APARTMENTS
217,age of 14 not specified,ensure age of 14 wording is included in signage,Signage/permit posting,GRAPEVINE,PRESERVE THE
218,cyanuric acid grater than 100ppm.,Must partially drain pool to remove cyanuric acid.,Adjust chemistry (chlorine/pH),Colleyville,TUTOR TIME
218,deck depth markers less than 4 inches.,Ensure depth markers are in 4 inch lettering.,Signage/permit posting,Colleyville,TUTOR TIME
218,no max user load sign.,Ensure to have all signs with exact letter sizing and verbiage as stated in Figure 25 TAC 265.190(f)(5).,Misc fixes,Colleyville,TUTOR TIME
218,depth markers missing ft/in indicators.,Ensure depth markers include ft/in indicators.,Signage/permit posting,Colleyville,TUTOR TIME
218,"vac alert, no reading on gauge and operator unable to test.",Ensure to replace gauge. Vac alert must be able to be tested prior to pool use.,Repair/replace equipment,Colleyville,TUTOR TIME
218,no install date or spare drain cover.,Must provide install date to verify life of drain cover.,Drain cover/VGBA,Colleyville,TUTOR TIME
218,pump is not turned on or functioning.,Ensure pump is functioning prior to pool use.,Repair/replace equipment,Colleyville,TUTOR TIME
218,missing pump pressure outlet gauge.,Ensure to replace gauge.,Repair/replace equipment,Colleyville,TUTOR TIME
218,"exposed piping, unlabeled for function or flow direction.",Ensure to label piping with function and flow direction.,Misc fixes,Colleyville,TUTOR TIME
218,filter is not on or functioning at time of inspection.,Ensure filter is functioning prior to pool use.,Repair/replace equipment,Colleyville,TUTOR TIME
218,no DPD test kit.,Ensure to acquire DPD test kit.,Records/testing kit/logs,Colleyville,TUTOR TIME
218,cracked tiles and plaster.,Ensure to repair tiles and plaster.,Repair/replace equipment,Colleyville,TUTOR TIME
218,dirt and debris on bottom of pool.,Ensure to clean pool.,Clean/clear water,Colleyville,TUTOR TIME
218,debris in skimmer baskets.,Ensure to clean skimmer baskets.,Clean/clear water,Colleyville,TUTOR TIME
218,no skimmer weirs.,Ensure to replace weirs.,Repair/replace equipment,Colleyville,TUTOR TIME
218,no stripe at edge of steps leading into pool.,Must provide stripe on swimout steps.,Misc fixes,Colleyville,TUTOR TIME
218,no lights in pool or pool yard.,Ensure to provide lights in pool yard.,Misc fixes,Colleyville,TUTOR TIME
218,missing eyes on inlets.,Ensure to repair inlets.,Repair/replace equipment,Colleyville,TUTOR TIME
218,"no ""No Diving"" sign on pool deck.",Ensure to have all signs with exact letter sizing and verbiage as stated in Figure 25 TAC 265.190(f)(5).,Misc fixes,Colleyville,TUTOR TIME
218,"no signage regarding breath holding, swimming with diarrhea, nor glass containers in pool yard.",Ensure to have all signs with exact letter sizing and verbiage as stated in Figure 25 TAC 265.190(f)(5).,Misc fixes,Colleyville,TUTOR TIME
218,"""No Diving"" sign in three inch letters.",Ensure to have all signs with exact letter sizing and verbiage as stated in Figure 25 TAC 265.190(f)(5).,Misc fixes,Colleyville,TUTOR TIME
218,"""Warning, no lifeguard on duty"" in 3-inch letters.",Ensure to have all signs with exact letter sizing and verbiage as stated in Figure 25 TAC 265.190(f)(5).,Misc fixes,Colleyville,TUTOR TIME
218,"signage stating ""Children should not use pool without adult supervision."" in 2-inch letters.",Ensure to have all signs with exact letter sizing and verbiage as stated in Figure 25 TAC 265.190(f)(5).,Misc fixes,Colleyville,TUTOR TIME
218,no signage stating to call 911 in case of emergency.,Ensure to have all signs with exact letter sizing and verbiage as stated in Figure 25 TAC 265.190(f)(5).,Misc fixes,Colleyville,TUTOR TIME
218,shepherds hook in disrepair.,Must replace shepherds hook.,Repair/replace equipment,Colleyville,TUTOR TIME
218,buoy in disrepair.,Must replace buoy.,Repair/replace equipment,Colleyville,TUTOR TIME
218,emergency phone outside of pool yard and not where sign indicates.,Must provide phone in pool yard. Ensure to have all signs with exact letter sizing and verbiage as stated in Figure 25 TAC 265.190(f)(5).,Misc fixes,Colleyville,TUTOR TIME
218,incorrect address given by 911 operator.,Ensure to contact emergency services and update location.,Misc fixes,Colleyville,TUTOR TIME
218,gate entrance to pool yard not self closing.,Gate must be self closing and self latching.,Gate/fence/latch,Colleyville,TUTOR TIME
218,chain link fence used as part of pool enclosure.,Chain link fence prohibited after 2004.,Gate/fence/latch,Colleyville,TUTOR TIME
218,no CPO certification.,Must obtain CPO.,Misc fixes,Colleyville,TUTOR TIME
218,no pool log.,Must maintain pool log.,Records/testing kit/logs,Colleyville,TUTOR TIME
219,chlorine at 11 ppm at time of the inspection.,"Must maintain chlorine levels between 1-8 ppm, for the safety of the swimmers.",Adjust chemistry (chlorine/pH),KELLER,FOREST LAKES ESTATES
219,missing weir doors to skimmers to pool.,"Must provide weir doors to all skimmers for pool, for proper function.",Repair/replace equipment,KELLER,FOREST LAKES ESTATES
219,"missing signage posted at the pool, including extended breath holding activities are dangerous and prohibited, no swimming if you'd have diarrhea in the past two weeks, no pets in pool and no glass in pool yard.","Must post all updated signage, in viewable aspects from within the pool.",Signage/permit posting,KELLER,FOREST LAKES ESTATES
219,"multiple gaps in fencing exceeding 4 inches, around pool.","Must ensure there are no gaps greater than 4 inches in fencing, as to prevent unauthorized access.",Misc fixes,KELLER,FOREST LAKES ESTATES
219,TCPH permit expired 7/10/25.,Must renew TCPH permit immediately.,Signage/permit posting,KELLER,FOREST LAKES ESTATES
221,up to 4 gaps in-between fencing greater than 4 inches (4.5-5 inches).,"Must ensure there are no gaps greater than 4 inches in fencing, as to prevent unauthorized access.",Misc fixes,HASLET,LETARA AMENITY CENTER
223,gates on / opening to rule snow side not latching as required by law,"all gates shall be in proper working condition, safe closing and latching",Misc fixes,KELLER,KELLER POINTE POOL
223,undefinedlack property working latch on gates on rude snow drop drive side,ensure all gates are in proper working condition,Misc fixes,KELLER,KELLER POINTE POOL
225,flow meter is stuck and no pressure gauge.,Ensure to repair/replace flow meter and pressure gauge.,Repair/replace equipment,HURST,VALLEY CREEK APTS
225,pool is dirty with algae. Drains are visible.,Ensure algae is cleaned.,Clean/clear water,HURST,VALLEY CREEK APTS
226,vaccum outlet uncovered in the skimmer.,Ensure to install a cover for the outlet.,Repair/replace equipment,BEDFORD,VILLAS OF BEDFORD
226,a ladder hanging on the pool fence that is a climbing hazard.,Ensure to move the ladder away from the pool fence to remove the climbing hazard.,Gate/fence/latch,BEDFORD,VILLAS OF BEDFORD
228,wrong verbiage on the sign.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,BEDFORD CREEK APTS
228,no labels or directions on the piping system.,Ensure to label the flow direction and purpose.,Misc fixes,BEDFORD,BEDFORD CREEK APTS
228,chipped plaster through the edges of the pool.,Ensure to replies the plaster to return to a smooth surface.,Misc fixes,BEDFORD,BEDFORD CREEK APTS
228,no weirs inside the skimmers.,Ensure to install the weirs inside the skimmers.,Repair/replace equipment,BEDFORD,BEDFORD CREEK APTS
228,pool ladder is loose.,Ensure to reattach the pool ladder so movement is minimal.,Repair/replace equipment,BEDFORD,BEDFORD CREEK APTS
228,sign verbiage out of compliance.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,BEDFORD CREEK APTS
228,wrong verbiage on the signs.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,BEDFORD CREEK APTS
228,emergency phone blocked by column for deck overhang.,Ensure to post a location sign that determines the location of the emergency phone.,Signage/permit posting,BEDFORD,BEDFORD CREEK APTS
231,a missing tile on the south side of the pool next the skimmer between the 5ft and 7ft depth marker.,Ensure tile is repaired/replaced.,Misc fixes,BEDFORD,ROY SAVAGE POOL
231,the shepherds crook not secure with nut and bolt.,Ensure shepherds crook is secured with a bolt and tool required nut.,Misc fixes,BEDFORD,ROY SAVAGE POOL
232,vacuum inlet gauge and flow meter not functional.,Ensure vacuum inlet gauge and flow and flow meter are functional and in good condition.,Clean/clear water,FOREST HILL,VILLAS OF FOREST HILL
232,missing tile on pool wall.,Ensure tile line on pool wall is in good condition.,Misc fixes,FOREST HILL,VILLAS OF FOREST HILL
234,missing suction gauge,ensure suction gauge is installed on pump,Repair/replace equipment,GRAPEVINE,HILTON DFW LAKES HOTEL AND EXEC CONF CTR
237,1 out of 3 gates not self-latching.,Ensure all gates are self-closing and self-latching. Ensure to lock/secure gate with a chain until it's repaired.,Gate/fence/latch,HALTOM CITY,PARMORE FOSSIL CREEK
240,missing weirs at skimmers,Ensure to install weirs at skimmers.,Repair/replace equipment,BENBROOK,ALBUM BENBROOK APARTMENTS
240,South Gate could not self close. Gate was unlocked even though it did not pass last inspection.,Ensure gate is able to self close and self latch. Must keep locked until corrected.,Gate/fence/latch,BENBROOK,ALBUM BENBROOK APARTMENTS
240,chemical logs missing weekends.,Ensure to keep daily chemical logs every day of week.,Misc fixes,BENBROOK,ALBUM BENBROOK APARTMENTS
241,"deck and sidewall depth markers with ""4 1/2"" and ""3 1/2"". ""1/2"" portion of depth markers with is not in 4"" lettering.","Ensure deck and sidewall depth markers have 4"" letters and numbers.",Signage/permit posting,BEDFORD,COURTYARD BY MARRIOTT
241,verbiage of the capacity sign is out of compliance.,Ensure capacity sign meets minimum letter size requirements and worded exactly as stated in figure 265.190(f)(5).,Signage/permit posting,BEDFORD,COURTYARD BY MARRIOTT
241,missing and unclear direction flow and purpose labels on piping.,Ensure all piping is labeled with the direction flow and purpose.,Misc fixes,BEDFORD,COURTYARD BY MARRIOTT
241,both skimmers missing weirs.,Ensure both skimmers have weirs.,Misc fixes,BEDFORD,COURTYARD BY MARRIOTT
241,the stair rail on the west side of the pool was loose.,Ensure all railing is secure.,Misc fixes,BEDFORD,COURTYARD BY MARRIOTT
241,several signs with the incorrect verbiage. Observed the pool address sign missing by the emergency phone.,"Ensure to have all signs with exact verbiage and letter sizing as stated in figure 25 TAC 265.190(f)(5). Ensure to have the pool address posted in 1"" letters next to the emergency phone.",Misc fixes,BEDFORD,COURTYARD BY MARRIOTT
241,"the""in case of an emergency"" phone sign is in lettering less than 4"".","Ensure the in case of an emergency phone sign has 4"" lettering and verbiage matches figure 25 TAC 265.190(f)(5).",Signage/permit posting,BEDFORD,COURTYARD BY MARRIOTT
241,the emergency phone is not visible from all areas of the pool yard.,Ensure to have signage indicating the location of the emergency phone.,Signage/permit posting,BEDFORD,COURTYARD BY MARRIOTT
241,the emergency phone is not visible from all areas of the pool yard.,Ensure a sign is posted in the pool yard indicating the location of the emergency phone.,Signage/permit posting,BEDFORD,COURTYARD BY MARRIOTT
241,the South Gate is not self closing.,Ensure the gate is locked if it is not self closing. Ensure all in use gates are self closing.,Gate/fence/latch,BEDFORD,COURTYARD BY MARRIOTT
241,the South Gate gets stuck on the concrete and was open upon inspection.,Ensure all gates are closed when not in use.,Misc fixes,BEDFORD,COURTYARD BY MARRIOTT
241,"a gap greater than 4"" next to the South Gate between the brick planter and the fence. Observed a 5"" gap next to the southwest gate from the bottom of the fence to the planter box brick.","Ensure no gaps exceed 4"".",Misc fixes,BEDFORD,COURTYARD BY MARRIOTT
241,"the latch on the East gate is 53"" from the ground.","Ensure the latch on the East gate is 60"" from the ground.",Gate/fence/latch,BEDFORD,COURTYARD BY MARRIOTT
242,no main drain installation dates. CPO stated at the time of inspection that main drain will be replaced in the off season of 2025.,Must obtain main drain installation dates and keep on site.,Misc fixes,SOUTHLAKE,STONE LAKES HOA
242,the flow meter not working properly.,Must repair/replace flow meter.,Repair/replace equipment,SOUTHLAKE,STONE LAKES HOA
243,"no ""maximum user load limit"" sign within the pool.",Ensure to post the signage with stated verbiage within the pool and have the capacity labeled on it.,Signage/permit posting,BEDFORD,BRADFORD AT THE PARK
243,no cover for the vaccum outlet.,Ensure to install a cover for the vaccum outlets when not in use to prevent possible entrapment.,Repair/replace equipment,BEDFORD,BRADFORD AT THE PARK
243,broken vaccum gauge on the inlet pipe heading to the pump.,Ensure to replace the vaccum gauge so the readings are correct.,Repair/replace equipment,BEDFORD,BRADFORD AT THE PARK
243,no weirs inside the skimmers at time of inspection.,Ensure to attach the weirs to the skimmers.,Misc fixes,BEDFORD,BRADFORD AT THE PARK
243,no rope attached to the buoy.,Ensure to attach a rope to the buoy for proper use in a emergency response.,Misc fixes,BEDFORD,BRADFORD AT THE PARK
244,flow gauge gets stuck in one position.,Ensure flow gauge is properly working.,Misc fixes,WHITE SETTLEMENT,OAK TIMBERS RETIREMENT CENTER
244,leaves and other debris inside skimmer basket.,Ensure to clean out skimmer basket near left pool entry.,Clean/clear water,WHITE SETTLEMENT,OAK TIMBERS RETIREMENT CENTER
244,missing weir door on the east side of of the pool at the deep end.,Ensure to provid a weir door at the east side of the pool skimmer.,Repair/replace equipment,WHITE SETTLEMENT,OAK TIMBERS RETIREMENT CENTER
244,no line at the bottom of the pool at transition from shallow to deep.,Ensure to provide a 4x4 transition line at the bottom of the pool.,Misc fixes,WHITE SETTLEMENT,OAK TIMBERS RETIREMENT CENTER
244,Sheppard pole was not bolted to the hook.,person in charge found a bolt to tighten in the Sheppard pole.,Misc fixes,WHITE SETTLEMENT,OAK TIMBERS RETIREMENT CENTER
245,no main drain installation dates. CPO on site stated drains will be replaced during off season of 2025.,Must obtain main drain installation dates and keep on site.,Misc fixes,SOUTHLAKE,STONE LAKES HOA
246,what appears to be dirt accumulating on floor of tanning lounge deck of pool.,Ensure to clean floor of pool.,Clean/clear water,Sansom Park,SANSOM POINT SENIOR LIVING
246,no skimmer wiers in any skimmers.,Must obtain and install skimmer wiers on all skimmers.,Repair/replace equipment,Sansom Park,SANSOM POINT SENIOR LIVING
246,that both pool yard drinking fountains are not working.,Ensure to repair drinking fountains.,Repair/replace equipment,Sansom Park,SANSOM POINT SENIOR LIVING
246,no sign in pool yard directing bathers to emergency phone.,Ensure to obtain signs in pool yard directing bathers to emergency phone.,Misc fixes,Sansom Park,SANSOM POINT SENIOR LIVING
246,no address sign displayed at emergency phone.,Must obtain address and post to full public view at emergency phone.,Signage/permit posting,Sansom Park,SANSOM POINT SENIOR LIVING
246,that lower portion of pool fence on NW side of pool has gap of 5 inches from floor to bottom of fence.,Must modify lower portion of fence to allow no bigger than a 4 inch space.,Gate/fence/latch,Sansom Park,SANSOM POINT SENIOR LIVING
247,pump vacuum gauge not working.,Ensure to replace gauge. Manager stated a work order has already been made.,Repair/replace equipment,DFW AIRPORT,GRAND HYATT DFW
247,hand rail and ladder were loose.,Ensure to tighten hand rail and ladder so that they are tight fitting.,Repair/replace equipment,DFW AIRPORT,GRAND HYATT DFW
248,missing weir doors to skimmers for wading pool.,"Must provide weir doors to skimmers, for proper use and function.",Repair/replace equipment,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
248,"updated signage not posted, including extended breathing prohibited holding activity is prohibited, no diaper changing, no swimming if you've had diarrhea, no glass items, no pets in pool.","Must post updated signage, viewable by all aspects of the pool.",Signage/permit posting,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
248,"no ""children under 14 should not use pool without adult supervision"" signage posted.","Must post, within all viewable aspects of the pool, signage stating adult supervision is required for children 14 years and younger.",Signage/permit posting,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
248,"gaps in-between fencing greater than 4 inches (4.25 inches), especially to the left and right of the vertical columns.","Must ensure there are no gaps greater than 4 inches in fencing, as to prevent unauthorized access.",Misc fixes,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
249,chlorine at 9.5 ppm.,"Must maintain chlorine levels between 2-8 ppm in spa, for the safety of the swimmers.",Adjust chemistry (chlorine/pH),KELLER,ARTHOUSE APARTMENTS
249,"updated signage not posted, including extended breathing prohibited holding activity is prohibited, no diaper changing, no swimming if you've had diarrhea, no glass items, no pets in pool.",Must post updated signage in viewable aspects within pool.,Signage/permit posting,KELLER,ARTHOUSE APARTMENTS
249,section of fencing towards the pond with a gapping underneath exceeding 4 inches.,"Must ensure there are no gaps in fencing greater than 4 inches, as to prevent unauthorized access.",Misc fixes,KELLER,ARTHOUSE APARTMENTS
249,"pillars with ledges outside pool yard enclosure, that are easily climbable and are less than 48 inches high (45-46 inches).","Must ensure there are no easily climbable structures within 3 feet of the fence, as to prevent unauthorized access.",Gate/fence/latch,KELLER,ARTHOUSE APARTMENTS
250,chlorine at 9.5 ppm.,"Must maintain chlorine levels between 1-8 ppm, for the safety of the swimmers.",Adjust chemistry (chlorine/pH),KELLER,ARTHOUSE APARTMENTS
250,"updated signage not posted, including extended breathing prohibited holding activity is prohibited, no diaper changing, no swimming if you've had diarrhea, no glass items, no pets in pool.",Must post updated signage in viewable aspect of the pool.,Signage/permit posting,KELLER,ARTHOUSE APARTMENTS
250,section of fencing towards the pond with a gapping underneath exceeding 4 inches.,"Must ensure there are no gaps greater than 4 inches underneath fencing, as to prevent unauthorized access.",Misc fixes,KELLER,ARTHOUSE APARTMENTS
250,"pillars with ledges outside pool yard enclosure, that are easily climbable and are less than 48 inches high (45-46 inches).","Must ensure there are no easily climbable structures within 3 feet of the fence, as to prevent unauthorized access.",Gate/fence/latch,KELLER,ARTHOUSE APARTMENTS
251,missing weir doors to skimmers for pool.,"Must provide missing weir doors to skimmers, for proper use and function.",Repair/replace equipment,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
251,pool pump not grounded at the time of the inspection (corrected on-site).,"Must ensure all pool pumps are properly grounded, as to prevent electrical shock.",Adjust chemistry (chlorine/pH),KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
251,"updated signage not posted, including extended breathing prohibited holding activity is prohibited, no diaper changing, no swimming if you've had diarrhea, no glass items, no pets in pool.","Must post all updated signage, viewable by all aspects of the pool.",Signage/permit posting,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
251,"no ""children under 14 should not use pool without adult supervision"" signage posted.","Must post signage stating adult supervision is required, for children 14 or under.",Signage/permit posting,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
251,"multiple gaps in-between fencing, mainly to the left and right of the vertical columns, exceeding 4 inches (up to 4.25 inches).","Must ensure there are no gaps in fencing greater than 4 inches, as to prevent unauthorized access.",Misc fixes,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
252,no weir doors to skimmers for pool.,"Must provide weir doors to all skimmers for pool, for proper function.",Repair/replace equipment,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
252,"updated signage not posted, including extended breathing prohibited holding activity is prohibited, no diaper changing, no swimming if you've had diarrhea, no glass items, no pets in pool.","Must provide updated signage, viewable by all aspects of the pool.",Signage/permit posting,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
252,"no ""children under 14 should not use pool without adult supervision"" signage posted.","Must post signage stating adult supervision is required, for children 14 or under.",Signage/permit posting,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
252,"multiple gaps in-between fencing, mainly to the left and right of the vertical columns, exceeding 4 inches (up to 4.25 inches).","Must ensure there are no gaps greater than 4 inches in fencing, as to prevent unauthorized access.",Misc fixes,KELLER,HIDDEN LAKES HOMEOWNERS ASSOC
253,no documentation onsite demonstrating current main drain cover install dates.,Must provide documentation with 48 hours of main drain cover install dates or replace.,Drain cover/VGBA,WESTWORTH VILLAGE,L A FITNESS NTERNATIONAL LLC
254,no user capacity number posted at pool.,Ensure to post the capacity number for the pool.,Signage/permit posting,BEDFORD,BROWNSTONE TOWNHOMES THE
254,no vacuum gauge on the piping system. Observed malfunctioning flow meter on the piping system.,Ensure to install new flow meters and vacuum gauge on the piping system.,Clean/clear water,BEDFORD,BROWNSTONE TOWNHOMES THE
254,section of the SE fence having a gap >4 inches.,Ensure to install a guard to reduce the fence gap to below 4 inches.,Gate/fence/latch,BEDFORD,BROWNSTONE TOWNHOMES THE
255,capacity sign wordage is non compliant.,"Ensure to update the capacity sign to read ""maximum user load limit"".",Signage/permit posting,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,2ft depth marker with the FT abbreviation less than 4 inches on the NW corner of the pool.,"Ensure to install a 4 in marker for the ""FT"" abbreviation.",Repair/replace equipment,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,missing cover for both vacuum outlets within the skimmers.,Ensure to install caps for the vacuum outlets to prevent future intrapment.,Clean/clear water,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,chips in plaster on the stairs leading into the pool,Ensure to repair the plaster so the stairs return to a smooth surface.,Repair/replace equipment,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,both skimmer full of dead beetles and were used to house chemicals (COS: employee empty out the skimmer baskets and removed the chemicals).,Ensure to clean the skimmer regularly and do not use the skimmer to dispense any form of chemcial into the pool.,Clean/clear water,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,no weir doors on both skimmers.,Ensure to install the weirs in the skimmers to maintain circulation of the top 4 inches of the pool water.,Records/testing kit/logs,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,wrong wordage for signs within the pool.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,incorrect wordage for this sign.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,missing second nut and bolt for the shepherds hook.,Ensure to install the second nut and bolt for the shepherds hook.,Repair/replace equipment,BEDFORD,COURTS OF BEDFORD APARTMENTS
255,"trash cans, chairs, and stools sitting within the pool yard at a distance less than 36 inches from the fence.",Ensure to move all scalable items a minimum of 3 feet away from the fence.,Gate/fence/latch,BEDFORD,COURTS OF BEDFORD APARTMENTS
256,no covered trash can in the women's restroom.,Ensure a covered trash can is provided for feminine hygiene products.,Misc fixes,BEDFORD,DURANGO HOA
257,no documentation onsite demonstrating current main drain cover install dates.,Ensure to obtain documentation demonstrating main drain cover install date within 48 hours or replace.,Drain cover/VGBA,WESTWORTH VILLAGE,L A FITNESS NTERNATIONAL LLC
257,that both spa skimmers are lacking weir doors.,Ensure to obtain and install weir doors in all spa skimmers.,Repair/replace equipment,WESTWORTH VILLAGE,L A FITNESS NTERNATIONAL LLC
258,no pressure gauge for the fountain pump.,Ensure to install a pressure gauge for the fountain pump.,Repair/replace equipment,BEDFORD,ARBORS OF CENTRAL PARK
258,leaking flow meter for the large pool pump.,Ensure to replace the flow meter on the large pool pump.,Repair/replace equipment,BEDFORD,ARBORS OF CENTRAL PARK
258,S side hand rail needs to be tightened.,Ensure to adjust the hand rail so that movement is minimal.,Adjust chemistry (chlorine/pH),BEDFORD,ARBORS OF CENTRAL PARK
258,inadequate no diving signage for the waterfall wall.,Ensure to install No diving signs on the left and right waterfall walls.,Repair/replace equipment,BEDFORD,ARBORS OF CENTRAL PARK
258,ring buoy with no rope attached to it.,Ensure to attach a rope to the ring buoy so that it can be used in a rescue operation.,Misc fixes,BEDFORD,ARBORS OF CENTRAL PARK
258,no CPOon site at time of inspection.,Ensure to have a CPO on site at all times that is able to work with the pool.,Misc fixes,BEDFORD,ARBORS OF CENTRAL PARK
259,Unable to provide the main drains cover installation and expiration documents.,Establishment shall provide the main drains cover installation and expiration documentation within 30 days or the pool must be closed until the main drain covers are installed.,Misc fixes,BEDFORD,COTTAGES AT BEDFORD
259,the flow meter not working. Observed the circulation system missing a vacuum gauge and an outlet gauge.,Ensure the flow meter is repaired/replaced. Ensure the circulation system has a vacuum gauge and an outlet gauge.,Clean/clear water,BEDFORD,COTTAGES AT BEDFORD
259,no flow direction labels or purpose labels on piping.,Ensure all piping is labeled with the function and flow direction.,Misc fixes,BEDFORD,COTTAGES AT BEDFORD
259,missing tile on East skimmer by the stairs. Observed the plaster damaged by the main drains. Observed a crack in the pool on the west corner by the stairs.,Ensure the plaster is repaired. Ensure the tile is repaired/replaced.,Misc fixes,BEDFORD,COTTAGES AT BEDFORD
259,some algae growth in pool.,Ensure pool is algae free.,Clean/clear water,BEDFORD,COTTAGES AT BEDFORD
259,debris in the skimmers.,Ensure the skimmers are cleaned regularly.,Misc fixes,BEDFORD,COTTAGES AT BEDFORD
259,both skimmers missing weirs.,Ensure both skimmers have weirs.,Misc fixes,BEDFORD,COTTAGES AT BEDFORD
259,the ring buoy rope was tangled.,Ensure the ring buoy rope is untangled and ready for use.,Misc fixes,BEDFORD,COTTAGES AT BEDFORD
259,Unable to provide the chemical log.,Ensure the chemical log is recorded daily.,Records/testing kit/logs,BEDFORD,COTTAGES AT BEDFORD
260,missing depth marker at 4 ft,ensure all depth markings are present at pool wall,Signage/permit posting,GRAPEVINE,EMBASSY SUITES DFW NORTH
260,missing suction gauge,ensure suction gauge is installed,Misc fixes,GRAPEVINE,EMBASSY SUITES DFW NORTH
260,puddling water due to improper sloping of pool floor near 3 ft depth,ensure pool decks are sloped to prevent standing water,Misc fixes,GRAPEVINE,EMBASSY SUITES DFW NORTH
260,main drains not visible due to cloudy water,ensure water remains clear with a visible pool floor showing drains,Misc fixes,GRAPEVINE,EMBASSY SUITES DFW NORTH
260,missing transition line,ensure transition line is provided when approaching 5 ft depth,Signage/permit posting,GRAPEVINE,EMBASSY SUITES DFW NORTH
260,insufficient testing on pool logs,ensure pool logs are used and tests conducted frequently,Misc fixes,GRAPEVINE,EMBASSY SUITES DFW NORTH
260,no logs present for several days,ensure pool logs are maintained,Misc fixes,GRAPEVINE,EMBASSY SUITES DFW NORTH
261,chlorine at 0 ppm.,Must have chlorine between 1-8ppm. CPO corrected chlorine to 5 ppm at the time of inspection.,Adjust chemistry (chlorine/pH),SOUTHLAKE,VERSAILLES HOMEOWNERS ASSOC INC
261,pool company without a DPD test kit.,Must obtain a DPD test kit.,Records/testing kit/logs,SOUTHLAKE,VERSAILLES HOMEOWNERS ASSOC INC
261,damaged coping around the perimeter of the pool.,Must repair/replace damaged coping.,Repair/replace equipment,SOUTHLAKE,VERSAILLES HOMEOWNERS ASSOC INC
261,a pool tile not secured to the pool wall that is located on the left inner corner entry on the south end of the pool.,Must secure tile back to the pool wall.,Misc fixes,SOUTHLAKE,VERSAILLES HOMEOWNERS ASSOC INC
261,3 weirs missing around the pool.,Must repair/replace missing weirs.,Repair/replace equipment,SOUTHLAKE,VERSAILLES HOMEOWNERS ASSOC INC
261,a loose hand rail at the main right entrance of the pool.,Must tighten hand rail.,Misc fixes,SOUTHLAKE,VERSAILLES HOMEOWNERS ASSOC INC
261,the mirror in both restrooms not shatter proof.,Must replace both mirrors with a shatter proof mirror.,Repair/replace equipment,SOUTHLAKE,VERSAILLES HOMEOWNERS ASSOC INC
